15.5	1
15.75	3
16	    1
16.25	3
16.5	2
16.75	5
17	    9
17.25	8
17.5	13
17.75	8
18	    7
18.25	9
18.5	14
18.75	15
19	    12
19.25	14
19.5	19
19.75	18
20	    14
20.25	23
20.5	11
20.75	16
21	    19
21.25	15
21.5	25
21.75	15
22	    31
22.25	20
22.5	23
22.75	22
23	    20
23.25	13
23.5	30
23.75	25
24	    18
24.25	20
24.5	20
24.75	22
